https://drive.google.com/uc?export=view&id=1kpmm-oWzDaQ2ICwpROCrbRiQUdI79vTn,Nemara Glow Boosting Serum,50,250000,Serum ringan dengan kandungan vitamin C dan hyaluronic acid untuk mencerahkan dan menghidrasi kulit,Semua jenis kulit
https://drive.google.com/uc?export=view&id=12wh6Xa2wJIL77E52HyEy3oJTisYCeqVJ,Nemara Pore Minimizing Toner,50,180000,Toner dengan kandungan witch hazel yang membantu mengecilkan pori-pori dan menyeimbangkan pH kulit,Kulit berminyak dan kombinasi
https://drive.google.com/uc?export=view&id=1frjyc7mNjEH8BxIWP1z5ctVngtBCXL_A,Nemara Hydrating Gel Cream,50,220000,Pelembap gel ringan yang kaya akan aloe vera untuk menghidrasi kulit tanpa membuatnya berminyak,Kulit normal hingga berminyak
https://drive.google.com/uc?export=view&id=1PjpqU1WWNJyvjDrBJOooYEEiWbiBOv4E,Nemara Anti-Aging Night Cream,50,300000,Krim malam dengan kandungan retinol untuk mengurangi kerutan dan meningkatkan elastisitas kulit,Kulit dewasa
https://drive.google.com/uc?export=view&id=1HtWEGeTQeARrpYSCsRMCPH6yHmnpKSbC,Nemara Acne Control Spot Treatment,50,120000,Spot treatment dengan kandungan salicylic acid untuk mengeringkan jerawat dan mengurangi peradangan,Kulit berjerawat
https://drive.google.com/uc?export=view&id=1kaoNDbNaw8VhtbbcZkGCID7JjuwWuDmU,Nemara Brightening Mask,50,150000,Masker wajah dengan kandungan ekstrak buah-buahan untuk mencerahkan kulit kusam dan memberikan nutrisi,Semua jenis kulit
https://drive.google.com/uc?export=view&id=1P5i1HXMyODSdz6wVeEcoSakU3bV0hVQP,Nemara Eye Contour Gel,50,200000,Gel mata dengan kandungan caffeine untuk mengurangi mata panda dan mengurangi puffiness,Semua jenis kulit
https://drive.google.com/uc?export=view&id=1DMjAeu623mmcHEdB2xs69W_FB99Aq9zn,Nemara Gentle Exfoliating Scrub,50,180000,Scrub wajah dengan butiran halus untuk mengangkat sel kulit mati dan membuat kulit terasa halus,Kulit normal hingga berminyak
https://drive.google.com/uc?export=view&id=1NgQsLZb72OF7HTujGdlnHDSXt4SxbHRg,Nemara Soothing Facial Mist,50,100000,Facial mist dengan kandungan chamomile untuk menenangkan kulit sensitif dan meredakan kemerahan,Kulit sensitif
https://drive.google.com/uc?export=view&id=1S5H6UbhsWOp5-7cwkhVJqdTksuuBP7xL,Nemara Hyaluronic Acid Ampoule,50,280000,Ampoule dengan kandungan hyaluronic acid untuk memberikan hidrasi intensif pada kulit,Kulit kering dan dehidrasi
https://drive.google.com/uc?export=view&id=1zknEiEt1dTZxe5vwgnZPhlxYA_fO1zKs,Nemara Niacinamide Serum,50,250000,"Serum dengan kandungan niacinamide untuk menyamarkan pori-pori, meratakan warna kulit, dan mengontrol minyak berlebih",Kulit berminyak dan kombinasi
https://drive.google.com/uc?export=view&id=1Wi62j3Ha3rAvBdOUcVG95yDDmnCCfsUS,Nemara Peptide Eye Cream,50,220000,Eye cream dengan kandungan peptide untuk mengurangi kerutan di sekitar mata dan meningkatkan kekencangan kulit,Kulit dewasa
https://drive.google.com/uc?export=view&id=1p8KbX9pTe-foIJLlnHX-daqrlWGyF-Rq,Nemara Charcoal Peel-Off Mask,50,180000,Masker peel-off dengan kandungan charcoal untuk membersihkan pori-pori dan mengangkat kotoran,Kulit berminyak dan berjerawat
https://drive.google.com/uc?export=view&id=1tc3TOKqzQDgwNX_kngVtfh0cNdj-cJw7,Nemara Collagen Boosting Cream,50,350000,Krim wajah dengan kandungan collagen untuk meningkatkan elastisitas kulit dan mengurangi tanda-tanda penuaan,Kulit dewasa
https://drive.google.com/uc?export=view&id=1TIc3NG9fHK-mrf3_1FozxJpkIvQKbruA,Nemara Facial Wash Tea Tree,50,75000,Pembersih wajah dengan ekstrak tea tree yang efektif membersihkan dan menyegarkan kulit berminyak dan berjerawat,Kulit berminyak dan berjerawat
https://drive.google.com/uc?export=view&id=1NvCGh2EmuTgI5g2pMRLamXLISfpSd_oe,Nemara Toner Aloe Vera,50,65000,Toner dengan ekstrak aloe vera yang menenangkan dan melembapkan kulit,Semua jenis kulit
https://drive.google.com/uc?export=view&id=1HQ1BgaDOGdfNamBAxyaCqNkbxyEBAHXc,Nemara Moisturizer Hyaluronic Acid,50,90000,Pelembap ringan dengan hyaluronic acid untuk menghidrasi kulit tanpa membuatnya berminyak,Semua jenis kulit
https://drive.google.com/uc?export=view&id=1L_A1bs3F83ZGWx-HfYnPbCb181cIEs8u,Nemara Sunscreen Gel SPF 50,50,85000,Sunscreen gel ringan dengan SPF 50 untuk melindungi kulit dari sinar matahari,Semua jenis kulit
https://drive.google.com/uc?export=view&id=1vOSoDBoys5PAhA9sK6rmNqfOVpS9_5ZC,Nemara Eye Cream Cucumber,50,70000,Eye cream dengan ekstrak mentimun yang membantu mengurangi mata panda dan memberikan efek menenangkan,Semua jenis kulit
https://drive.google.com/uc?export=view&id=1CQ45Brt4yz4Me4BukSDgICMLIfGbIQtC,Nemara Facial Mist Rose,50,50000,Facial mist dengan ekstrak mawar yang menyegarkan dan memberikan aroma yang menenangkan,Semua jenis kulit
